#ID(s) interactor A	ID(s) interactor B	Alt. ID(s) interactor A	Alt. ID(s) interactor B	Alias(es) interactor A	Alias(es) interactor B	Interaction detection method(s)	Publication 1st author(s)	Publication Identifier(s)	Taxid interactor A	Taxid interactor B	Interaction type(s)	Source database(s)	Interaction identifier(s)	Confidence value(s)	Expansion method(s)	Biological role(s) interactor A	Biological role(s) interactor B	Experimental role(s) interactor A	Experimental role(s) interactor B	Type(s) interactor A	Type(s) interactor B	Xref(s) interactor A	Xref(s) interactor B	Interaction Xref(s)	Annotation(s) interactor A	Annotation(s) interactor B	Interaction annotation(s)	Host organism(s)	Interaction parameter(s)	Creation date	Update date	Checksum(s) interactor A	Checksum(s) interactor B	Interaction Checksum(s)	Negative	Feature(s) interactor A	Feature(s) interactor B	Stoichiometry(s) interactor A	Stoichiometry(s) interactor B	Identification method participant A	Identification method participant B
chebi:"CHEBI:28304"	uniprotkb:P02767	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"TTR"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P12346	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Tf"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q8R4E1	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Itfg1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P18292	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"F2"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P11232	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Txn"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:B2GUY2	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Tfr2"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q99376	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Tfrc"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P84903	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"STIM1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q4V8K1	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Steap4"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q8CFM6	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Stab2"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:O54861	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Sort1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q62876	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Syngr1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P13721	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"St6gal1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P15389	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Scn5a"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q9JI66	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc4a4"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:A0JPN2	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc39a4"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q9EQ25	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc38a4"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q9JHZ9	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc38a3"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q6AY78	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc22a18"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q5RLM2	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc22a7"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q63089	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc22a1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q63488	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc20a2"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q66HR0	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slc12a9"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P38983	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Rpsa"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:O88397	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Slco1a5"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:P97887	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Psen1"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q9Z0V5	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Prdx4"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
chebi:"CHEBI:28304"	uniprotkb:Q68FP2	matrixdb:GAG_1	-	matrixdb:Heparin(short label)	uniprotkb:"Pon3"(gene name)	psi-mi:"MI:0400"("affinity technology")	Ori A et al.(2011)	pubmed:21454685|imex:IM-25784	-	taxid:10116(Rattus norvegicus)	psi-mi:"MI:0914"(association)	psi-mi:"MI:0917"(matrixdb)	matrixdb:A0JPN2__B2GUY2__...__Q9Z2H4_21454685_matrixdb_1|intact:EBI-15184828|imex:IM-25784-1	-	psi-mi:"MI:1060"(spoke expansion)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0499"(unspecified role)	psi-mi:"MI:0496"(bait)	psi-mi:"MI:0498"(prey)	-	-	-	-	-	-	-	figure legend:"Supplemental Table 1"|curation depth:imex curation	taxid:-1(in vitro)	-	-	-	-	-	-	false	-	-	-	-	psi-mi:"MI:0102"(sequence tag identification)	psi-mi:"MI:0102"(sequence tag identification)
